#Plane_2v2
#Card       tzero  t_zero_err      entries
0    70.50000     0.00000             28
1    18.50000     0.00000             194
2    10.32453     2.74751             14923
3    12.20893     0.58007             328885
4    6.95710     1.00318             43656
5    9.19459     2.67533             13341
6    10.50000     0.00000             1273
